"Identity","SamAccountName","DisplayName","ObjectClass","EmployeeId","EmployeeNumber","UserPrincipalName","Mail","Department","Title","Company","Office","AccountEnabled","Manager","ManagerLevel1","ManagerLevel2","ObsPath","ObsAttribute","DistinguishedName"
"LAB\SS-ENT-0039-Editors","SS-ENT-0039-Editors","SS-ENT-0039-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0039.MODIFY","info","CN=SS-ENT-0039-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0040-Editors","SS-ENT-0040-Editors","SS-ENT-0040-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0040.MODIFY","info","CN=SS-ENT-0040-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0041-Editors","SS-ENT-0041-Editors","SS-ENT-0041-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0041.MODIFY","info","CN=SS-ENT-0041-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0042-Editors","SS-ENT-0042-Editors","SS-ENT-0042-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0042.MODIFY","info","CN=SS-ENT-0042-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0043-Editors","SS-ENT-0043-Editors","SS-ENT-0043-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0043.MODIFY","info","CN=SS-ENT-0043-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0044-Editors","SS-ENT-0044-Editors","SS-ENT-0044-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0044.MODIFY","info","CN=SS-ENT-0044-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0045-Editors","SS-ENT-0045-Editors","SS-ENT-0045-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0045.MODIFY","info","CN=SS-ENT-0045-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0046-Editors","SS-ENT-0046-Editors","SS-ENT-0046-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0046.MODIFY","info","CN=SS-ENT-0046-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0047-Editors","SS-ENT-0047-Editors","SS-ENT-0047-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0047.MODIFY","info","CN=SS-ENT-0047-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0048-Editors","SS-ENT-0048-Editors","SS-ENT-0048-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0048.MODIFY","info","CN=SS-ENT-0048-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0049-Editors","SS-ENT-0049-Editors","SS-ENT-0049-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0049.MODIFY","info","CN=SS-ENT-0049-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0050-Editors","SS-ENT-0050-Editors","SS-ENT-0050-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0050.MODIFY","info","CN=SS-ENT-0050-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0051-Editors","SS-ENT-0051-Editors","SS-ENT-0051-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0051.MODIFY","info","CN=SS-ENT-0051-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0052-Editors","SS-ENT-0052-Editors","SS-ENT-0052-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0052.MODIFY","info","CN=SS-ENT-0052-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0053-Editors","SS-ENT-0053-Editors","SS-ENT-0053-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0053.MODIFY","info","CN=SS-ENT-0053-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0054-Editors","SS-ENT-0054-Editors","SS-ENT-0054-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0054.MODIFY","info","CN=SS-ENT-0054-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0055-Editors","SS-ENT-0055-Editors","SS-ENT-0055-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0055.MODIFY","info","CN=SS-ENT-0055-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0056-Editors","SS-ENT-0056-Editors","SS-ENT-0056-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0056.MODIFY","info","CN=SS-ENT-0056-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0057-Editors","SS-ENT-0057-Editors","SS-ENT-0057-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0057.MODIFY","info","CN=SS-ENT-0057-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0058-Editors","SS-ENT-0058-Editors","SS-ENT-0058-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0058.MODIFY","info","CN=SS-ENT-0058-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0059-Editors","SS-ENT-0059-Editors","SS-ENT-0059-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0059.MODIFY","info","CN=SS-ENT-0059-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0060-Editors","SS-ENT-0060-Editors","SS-ENT-0060-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0060.MODIFY","info","CN=SS-ENT-0060-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0061-Editors","SS-ENT-0061-Editors","SS-ENT-0061-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0061.MODIFY","info","CN=SS-ENT-0061-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0062-Editors","SS-ENT-0062-Editors","SS-ENT-0062-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0062.MODIFY","info","CN=SS-ENT-0062-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0063-Editors","SS-ENT-0063-Editors","SS-ENT-0063-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0063.MODIFY","info","CN=SS-ENT-0063-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0064-Editors","SS-ENT-0064-Editors","SS-ENT-0064-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0064.MODIFY","info","CN=SS-ENT-0064-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0065-Editors","SS-ENT-0065-Editors","SS-ENT-0065-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0065.MODIFY","info","CN=SS-ENT-0065-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0066-Editors","SS-ENT-0066-Editors","SS-ENT-0066-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0066.MODIFY","info","CN=SS-ENT-0066-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0067-Editors","SS-ENT-0067-Editors","SS-ENT-0067-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0067.MODIFY","info","CN=SS-ENT-0067-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0068-Editors","SS-ENT-0068-Editors","SS-ENT-0068-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0068.MODIFY","info","CN=SS-ENT-0068-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0069-Editors","SS-ENT-0069-Editors","SS-ENT-0069-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0069.MODIFY","info","CN=SS-ENT-0069-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0070-Editors","SS-ENT-0070-Editors","SS-ENT-0070-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0070.MODIFY","info","CN=SS-ENT-0070-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0071-Editors","SS-ENT-0071-Editors","SS-ENT-0071-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0071.MODIFY","info","CN=SS-ENT-0071-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0072-Editors","SS-ENT-0072-Editors","SS-ENT-0072-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0072.MODIFY","info","CN=SS-ENT-0072-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0073-Editors","SS-ENT-0073-Editors","SS-ENT-0073-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0073.MODIFY","info","CN=SS-ENT-0073-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0074-Editors","SS-ENT-0074-Editors","SS-ENT-0074-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0074.MODIFY","info","CN=SS-ENT-0074-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0075-Editors","SS-ENT-0075-Editors","SS-ENT-0075-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0075.MODIFY","info","CN=SS-ENT-0075-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0076-Editors","SS-ENT-0076-Editors","SS-ENT-0076-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0076.MODIFY","info","CN=SS-ENT-0076-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0077-Editors","SS-ENT-0077-Editors","SS-ENT-0077-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0077.MODIFY","info","CN=SS-ENT-0077-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0078-Editors","SS-ENT-0078-Editors","SS-ENT-0078-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0078.MODIFY","info","CN=SS-ENT-0078-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0079-Editors","SS-ENT-0079-Editors","SS-ENT-0079-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0079.MODIFY","info","CN=SS-ENT-0079-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0080-Editors","SS-ENT-0080-Editors","SS-ENT-0080-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0080.MODIFY","info","CN=SS-ENT-0080-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0081-Editors","SS-ENT-0081-Editors","SS-ENT-0081-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0081.MODIFY","info","CN=SS-ENT-0081-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0082-Editors","SS-ENT-0082-Editors","SS-ENT-0082-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0082.MODIFY","info","CN=SS-ENT-0082-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0083-Editors","SS-ENT-0083-Editors","SS-ENT-0083-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0083.MODIFY","info","CN=SS-ENT-0083-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0084-Editors","SS-ENT-0084-Editors","SS-ENT-0084-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0084.MODIFY","info","CN=SS-ENT-0084-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0085-Editors","SS-ENT-0085-Editors","SS-ENT-0085-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0085.MODIFY","info","CN=SS-ENT-0085-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0086-Editors","SS-ENT-0086-Editors","SS-ENT-0086-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0086.MODIFY","info","CN=SS-ENT-0086-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0087-Editors","SS-ENT-0087-Editors","SS-ENT-0087-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0087.MODIFY","info","CN=SS-ENT-0087-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0088-Editors","SS-ENT-0088-Editors","SS-ENT-0088-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0088.MODIFY","info","CN=SS-ENT-0088-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0089-Editors","SS-ENT-0089-Editors","SS-ENT-0089-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0089.MODIFY","info","CN=SS-ENT-0089-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0090-Editors","SS-ENT-0090-Editors","SS-ENT-0090-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0090.MODIFY","info","CN=SS-ENT-0090-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0091-Editors","SS-ENT-0091-Editors","SS-ENT-0091-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0091.MODIFY","info","CN=SS-ENT-0091-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0092-Editors","SS-ENT-0092-Editors","SS-ENT-0092-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0092.MODIFY","info","CN=SS-ENT-0092-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0093-Editors","SS-ENT-0093-Editors","SS-ENT-0093-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0093.MODIFY","info","CN=SS-ENT-0093-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0094-Editors","SS-ENT-0094-Editors","SS-ENT-0094-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0094.MODIFY","info","CN=SS-ENT-0094-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0095-Editors","SS-ENT-0095-Editors","SS-ENT-0095-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0095.MODIFY","info","CN=SS-ENT-0095-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0096-Editors","SS-ENT-0096-Editors","SS-ENT-0096-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0096.MODIFY","info","CN=SS-ENT-0096-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0097-Editors","SS-ENT-0097-Editors","SS-ENT-0097-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0097.MODIFY","info","CN=SS-ENT-0097-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0098-Editors","SS-ENT-0098-Editors","SS-ENT-0098-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0098.MODIFY","info","CN=SS-ENT-0098-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0099-Editors","SS-ENT-0099-Editors","SS-ENT-0099-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0099.MODIFY","info","CN=SS-ENT-0099-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0100-Editors","SS-ENT-0100-Editors","SS-ENT-0100-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0100.MODIFY","info","CN=SS-ENT-0100-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0101-Editors","SS-ENT-0101-Editors","SS-ENT-0101-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0101.MODIFY","info","CN=SS-ENT-0101-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0102-Editors","SS-ENT-0102-Editors","SS-ENT-0102-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0102.MODIFY","info","CN=SS-ENT-0102-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0103-Editors","SS-ENT-0103-Editors","SS-ENT-0103-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0103.MODIFY","info","CN=SS-ENT-0103-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0104-Editors","SS-ENT-0104-Editors","SS-ENT-0104-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0104.MODIFY","info","CN=SS-ENT-0104-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0105-Editors","SS-ENT-0105-Editors","SS-ENT-0105-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0105.MODIFY","info","CN=SS-ENT-0105-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0106-Editors","SS-ENT-0106-Editors","SS-ENT-0106-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0106.MODIFY","info","CN=SS-ENT-0106-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0107-Editors","SS-ENT-0107-Editors","SS-ENT-0107-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0107.MODIFY","info","CN=SS-ENT-0107-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0108-Editors","SS-ENT-0108-Editors","SS-ENT-0108-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0108.MODIFY","info","CN=SS-ENT-0108-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0109-Editors","SS-ENT-0109-Editors","SS-ENT-0109-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0109.MODIFY","info","CN=SS-ENT-0109-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0110-Editors","SS-ENT-0110-Editors","SS-ENT-0110-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0110.MODIFY","info","CN=SS-ENT-0110-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0111-Editors","SS-ENT-0111-Editors","SS-ENT-0111-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0111.MODIFY","info","CN=SS-ENT-0111-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0112-Editors","SS-ENT-0112-Editors","SS-ENT-0112-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0112.MODIFY","info","CN=SS-ENT-0112-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0113-Editors","SS-ENT-0113-Editors","SS-ENT-0113-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0113.MODIFY","info","CN=SS-ENT-0113-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0114-Editors","SS-ENT-0114-Editors","SS-ENT-0114-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0114.MODIFY","info","CN=SS-ENT-0114-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0115-Editors","SS-ENT-0115-Editors","SS-ENT-0115-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0115.MODIFY","info","CN=SS-ENT-0115-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0116-Editors","SS-ENT-0116-Editors","SS-ENT-0116-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0116.MODIFY","info","CN=SS-ENT-0116-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0117-Editors","SS-ENT-0117-Editors","SS-ENT-0117-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0117.MODIFY","info","CN=SS-ENT-0117-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0118-Editors","SS-ENT-0118-Editors","SS-ENT-0118-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0118.MODIFY","info","CN=SS-ENT-0118-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0119-Editors","SS-ENT-0119-Editors","SS-ENT-0119-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0119.MODIFY","info","CN=SS-ENT-0119-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0120-Editors","SS-ENT-0120-Editors","SS-ENT-0120-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0120.MODIFY","info","CN=SS-ENT-0120-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0121-Editors","SS-ENT-0121-Editors","SS-ENT-0121-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0121.MODIFY","info","CN=SS-ENT-0121-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0122-Editors","SS-ENT-0122-Editors","SS-ENT-0122-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0122.MODIFY","info","CN=SS-ENT-0122-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0123-Editors","SS-ENT-0123-Editors","SS-ENT-0123-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0123.MODIFY","info","CN=SS-ENT-0123-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0124-Editors","SS-ENT-0124-Editors","SS-ENT-0124-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0124.MODIFY","info","CN=SS-ENT-0124-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0125-Editors","SS-ENT-0125-Editors","SS-ENT-0125-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0125.MODIFY","info","CN=SS-ENT-0125-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0126-Editors","SS-ENT-0126-Editors","SS-ENT-0126-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0126.MODIFY","info","CN=SS-ENT-0126-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0127-Editors","SS-ENT-0127-Editors","SS-ENT-0127-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0127.MODIFY","info","CN=SS-ENT-0127-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0128-Editors","SS-ENT-0128-Editors","SS-ENT-0128-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0128.MODIFY","info","CN=SS-ENT-0128-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0129-Editors","SS-ENT-0129-Editors","SS-ENT-0129-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0129.MODIFY","info","CN=SS-ENT-0129-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0130-Editors","SS-ENT-0130-Editors","SS-ENT-0130-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0130.MODIFY","info","CN=SS-ENT-0130-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0131-Editors","SS-ENT-0131-Editors","SS-ENT-0131-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0131.MODIFY","info","CN=SS-ENT-0131-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0132-Editors","SS-ENT-0132-Editors","SS-ENT-0132-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0132.MODIFY","info","CN=SS-ENT-0132-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0133-Editors","SS-ENT-0133-Editors","SS-ENT-0133-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0133.MODIFY","info","CN=SS-ENT-0133-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0134-Editors","SS-ENT-0134-Editors","SS-ENT-0134-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0134.MODIFY","info","CN=SS-ENT-0134-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0135-Editors","SS-ENT-0135-Editors","SS-ENT-0135-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0135.MODIFY","info","CN=SS-ENT-0135-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0136-Editors","SS-ENT-0136-Editors","SS-ENT-0136-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0136.MODIFY","info","CN=SS-ENT-0136-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0137-Editors","SS-ENT-0137-Editors","SS-ENT-0137-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0137.MODIFY","info","CN=SS-ENT-0137-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0138-Editors","SS-ENT-0138-Editors","SS-ENT-0138-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0138.MODIFY","info","CN=SS-ENT-0138-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0139-Editors","SS-ENT-0139-Editors","SS-ENT-0139-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0139.MODIFY","info","CN=SS-ENT-0139-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0140-Editors","SS-ENT-0140-Editors","SS-ENT-0140-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0140.MODIFY","info","CN=SS-ENT-0140-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0141-Editors","SS-ENT-0141-Editors","SS-ENT-0141-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0141.MODIFY","info","CN=SS-ENT-0141-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0142-Editors","SS-ENT-0142-Editors","SS-ENT-0142-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0142.MODIFY","info","CN=SS-ENT-0142-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0143-Editors","SS-ENT-0143-Editors","SS-ENT-0143-Editors","group","","","","","","","","","","","","","CORP.ENT.SHARE0143.MODIFY","info","CN=SS-ENT-0143-Editors,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
